id,nombre,apellido,email,sexo,dimensions,requirements,latitude,longitude
123,Ellsworth,Phidgin,ephidgin3e@intel.com,Male,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":2},{""name"":""Motivacion"",""score"":4},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":2},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":9},{""name"":""pala"",""score"":1},{""name"":""alta estatura"",""score"":1},{""name"":""guantes"",""score"":10}]",23.1243988,113.2475087
124,Bastien,Legat,blegat3f@eventbrite.com,Male,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":2},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":2},{""name"":""pala"",""score"":3},{""name"":""alta estatura"",""score"":1}]",47.9795218,91.634756
125,Katee,Minkin,kminkin3g@infoseek.co.jp,Female,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":4}]",11.5478704,-1.768487
126,Hollie,Hellsdon,hhellsdon3h@addtoany.com,Female,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":8},{""name"":""Conocimiento"",""score"":6}]","[{""name"":""linterna"",""score"":1},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":4},{""name"":""pala"",""score"":7},{""name"":""alta estatura"",""score"":5},{""name"":""guantes"",""score"":4},{""name"":""primeros auxilios"",""score"":2},{""name"":""condicion fisica"",""score"":2},{""name"":""casco"",""score"":2}]",40.4722617,-7.9751886
127,Doyle,Schneider,dschneider3i@forbes.com,Male,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":9},{""name"":""pala"",""score"":6},{""name"":""alta estatura"",""score"":1},{""name"":""guantes"",""score"":9},{""name"":""primeros auxilios"",""score"":6}]",8.5524587,-82.6861446
128,Noland,Blanchette,nblanchette3j@ucsd.edu,Male,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":8},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":1},{""name"":""botas"",""score"":9},{""name"":""cuerda"",""score"":9},{""name"":""pala"",""score"":3},{""name"":""alta estatura"",""score"":4},{""name"":""guantes"",""score"":8},{""name"":""primeros auxilios"",""score"":10},{""name"":""condicion fisica"",""score"":6},{""name"":""casco"",""score"":10}]",50.689856,20.7734253
129,Rosaleen,Lowy,rlowy3k@ftc.gov,Female,"[{""name"":""Fuerza"",""score"":9},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":4},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":8},{""name"":""botas"",""score"":9},{""name"":""cuerda"",""score"":6},{""name"":""pala"",""score"":5},{""name"":""alta estatura"",""score"":4},{""name"":""guantes"",""score"":9}]",41.9870319,21.4362855
130,Harriette,Nutbean,hnutbean3l@rambler.ru,Female,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":7},{""name"":""cuerda"",""score"":7}]",55.87784,38.95423
131,Tierney,McCritichie,tmccritichie3m@jugem.jp,Female,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":6}]","[{""name"":""linterna"",""score"":9},{""name"":""botas"",""score"":2},{""name"":""cuerda"",""score"":2},{""name"":""pala"",""score"":7},{""name"":""alta estatura"",""score"":1},{""name"":""guantes"",""score"":3},{""name"":""primeros auxilios"",""score"":6},{""name"":""condicion fisica"",""score"":1}]",45.2661778,18.7963503
132,Ada,Suermeier,asuermeier3n@blog.com,Female,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":1}]","[{""name"":""linterna"",""score"":2},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":1},{""name"":""pala"",""score"":2},{""name"":""alta estatura"",""score"":2},{""name"":""guantes"",""score"":4},{""name"":""primeros auxilios"",""score"":5},{""name"":""condicion fisica"",""score"":4}]",47.545979,19.0375319
133,Vasilis,Warburton,vwarburton3o@ebay.co.uk,Male,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":1},{""name"":""cuerda"",""score"":9}]",41.451118,-81.6309078
134,Genia,Layne,glayne3p@so-net.ne.jp,Female,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":5}]",55.874056,37.690366
135,Muffin,Brixham,mbrixham3q@fastcompany.com,Male,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":4},{""name"":""Conocimiento"",""score"":9}]","[{""name"":""linterna"",""score"":10},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":8},{""name"":""pala"",""score"":3},{""name"":""alta estatura"",""score"":10},{""name"":""guantes"",""score"":5},{""name"":""primeros auxilios"",""score"":8}]",49.4303242,22.5942366
136,Alexandrina,Fetherby,afetherby3r@samsung.com,Female,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":6},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":8}]",49.8693962,18.7571935
137,Merle,McBlain,mmcblain3s@va.gov,Female,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":2},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":10}]",24.7762658,-107.4046797
138,Ketty,Kellough,kkellough3t@spotify.com,Female,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":1},{""name"":""botas"",""score"":1},{""name"":""cuerda"",""score"":8}]",52.96401,14.42781
139,Waverly,Olrenshaw,wolrenshaw3u@sakura.ne.jp,Male,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":8},{""name"":""cuerda"",""score"":4},{""name"":""pala"",""score"":4},{""name"":""alta estatura"",""score"":2}]",23.104725,113.668388
140,Atlante,Horlock,ahorlock3v@cnbc.com,Female,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":1},{""name"":""botas"",""score"":8},{""name"":""cuerda"",""score"":7},{""name"":""pala"",""score"":2},{""name"":""alta estatura"",""score"":10}]",-6.7685746,39.2134078
141,Graham,Mora,gmora3w@last.fm,Male,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":6}]",41.5722945,20.0523019
142,Randal,Follis,rfollis3x@netscape.com,Male,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":3},{""name"":""Conocimiento"",""score"":9}]","[{""name"":""linterna"",""score"":8},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":6}]",-6.176506,106.8013241
143,Dunc,Hanigan,dhanigan3y@comsenz.com,Male,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":2},{""name"":""Motivacion"",""score"":3},{""name"":""Conocimiento"",""score"":6}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":9},{""name"":""pala"",""score"":9},{""name"":""alta estatura"",""score"":6},{""name"":""guantes"",""score"":8},{""name"":""primeros auxilios"",""score"":3}]",6.4387946,100.1947477
144,Donnell,Devenny,ddevenny3z@hexun.com,Male,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":9},{""name"":""botas"",""score"":2},{""name"":""cuerda"",""score"":7}]",6.39694,124.7225
145,Jamesy,Arrault,jarrault40@gravatar.com,Male,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":1}]","[{""name"":""linterna"",""score"":2}]",33.833797,35.544145
146,Umberto,MacPike,umacpike41@elpais.com,Male,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":7},{""name"":""pala"",""score"":10},{""name"":""alta estatura"",""score"":2},{""name"":""guantes"",""score"":9},{""name"":""primeros auxilios"",""score"":3},{""name"":""condicion fisica"",""score"":1}]",46.259611,5.653268
147,Josh,Orgill,jorgill42@linkedin.com,Male,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":7},{""name"":""pala"",""score"":5}]",50.0788069,25.1478942
148,Joelly,Wynett,jwynett43@dmoz.org,Female,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":1},{""name"":""botas"",""score"":8},{""name"":""cuerda"",""score"":9},{""name"":""pala"",""score"":1},{""name"":""alta estatura"",""score"":6},{""name"":""guantes"",""score"":3}]",54.4026022,22.0193739
149,Brooks,Nannoni,bnannoni44@slate.com,Male,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":3},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":1}]",59.2162431,17.7344952
150,Malchy,Wyld,mwyld45@ca.gov,Male,"[{""name"":""Fuerza"",""score"":9},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":3},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":1},{""name"":""cuerda"",""score"":7},{""name"":""pala"",""score"":9},{""name"":""alta estatura"",""score"":2}]",51.5969624,54.1584621
151,Golda,Mattacks,gmattacks46@about.com,Female,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":5}]",59.9251489,30.317148
152,Norry,Halleybone,nhalleybone47@omniture.com,Male,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":8},{""name"":""botas"",""score"":1},{""name"":""cuerda"",""score"":6},{""name"":""pala"",""score"":2},{""name"":""alta estatura"",""score"":3}]",-8.8512,121.6439
153,Maurise,Arlott,marlott48@multiply.com,Male,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":6},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":2},{""name"":""botas"",""score"":1},{""name"":""cuerda"",""score"":9},{""name"":""pala"",""score"":4}]",24.7660178,90.2561365
154,Thebault,Holmyard,tholmyard49@privacy.gov.au,Male,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":6},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":1}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":9},{""name"":""cuerda"",""score"":10},{""name"":""pala"",""score"":7},{""name"":""alta estatura"",""score"":7},{""name"":""guantes"",""score"":5}]",42.060385,120.665667
155,Saunderson,Lortzing,slortzing4a@latimes.com,Male,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":4},{""name"":""Conocimiento"",""score"":6}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":9}]",45.0075322,19.8227166
156,Emmie,Stocking,estocking4b@vimeo.com,Female,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":3},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":10},{""name"":""pala"",""score"":3},{""name"":""alta estatura"",""score"":7},{""name"":""guantes"",""score"":10},{""name"":""primeros auxilios"",""score"":5},{""name"":""condicion fisica"",""score"":3}]",-9.6665263,120.2465683
157,Terrill,McGraffin,tmcgraffin4c@arizona.edu,Male,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":1}]",-4.8654138,-43.3619983
158,Jess,Pinck,jpinck4d@networkadvertising.org,Male,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":6},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":9}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":9},{""name"":""cuerda"",""score"":7},{""name"":""pala"",""score"":1},{""name"":""alta estatura"",""score"":5},{""name"":""guantes"",""score"":10},{""name"":""primeros auxilios"",""score"":2},{""name"":""condicion fisica"",""score"":1}]",26.008257,115.162028
159,Marketa,Hansom,mhansom4e@macromedia.com,Female,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":10},{""name"":""botas"",""score"":8}]",58.3947207,49.0525711
160,Walton,Kid,wkid4f@mapquest.com,Male,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":1}]","[{""name"":""linterna"",""score"":1},{""name"":""botas"",""score"":8},{""name"":""cuerda"",""score"":7},{""name"":""pala"",""score"":7},{""name"":""alta estatura"",""score"":3},{""name"":""guantes"",""score"":7},{""name"":""primeros auxilios"",""score"":3},{""name"":""condicion fisica"",""score"":5}]",31.070643,113.943274
161,Ignaz,Shildrick,ishildrick4g@examiner.com,Male,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":3},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":3}]",48.048396,125.086804
162,Lawry,Dallinder,ldallinder4h@kickstarter.com,Male,"[{""name"":""Fuerza"",""score"":9},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":2},{""name"":""cuerda"",""score"":6},{""name"":""pala"",""score"":8},{""name"":""alta estatura"",""score"":2},{""name"":""guantes"",""score"":7},{""name"":""primeros auxilios"",""score"":9}]",57.6413494,18.546063
163,Marco,Showl,mshowl4i@ameblo.jp,Male,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":2}]",-12.0817609,-77.0960876
164,Grethel,Pearmain,gpearmain4j@who.int,Female,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":1}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":2},{""name"":""cuerda"",""score"":7}]",11.2363822,123.709249
165,Noami,Sheaf,nsheaf4k@google.co.jp,Female,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":8},{""name"":""cuerda"",""score"":7},{""name"":""pala"",""score"":6},{""name"":""alta estatura"",""score"":1},{""name"":""guantes"",""score"":1},{""name"":""primeros auxilios"",""score"":1},{""name"":""condicion fisica"",""score"":6}]",-31.6146073,-60.7152064
166,Johnette,Dight,jdight4l@wired.com,Female,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":1},{""name"":""cuerda"",""score"":9},{""name"":""pala"",""score"":4},{""name"":""alta estatura"",""score"":6},{""name"":""guantes"",""score"":10},{""name"":""primeros auxilios"",""score"":10}]",50.7917257,21.2322042
167,Bartlett,Hame,bhame4m@jalbum.net,Male,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":6},{""name"":""Motivacion"",""score"":6},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":2},{""name"":""botas"",""score"":4}]",-2.9755226,119.7020606
168,Pierce,Brinklow,pbrinklow4n@tmall.com,Male,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":8},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":8}]",18.0506,121.819
169,Cati,Rogan,crogan4o@vk.com,Female,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":4},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":1},{""name"":""cuerda"",""score"":3},{""name"":""pala"",""score"":8},{""name"":""alta estatura"",""score"":9},{""name"":""guantes"",""score"":8},{""name"":""primeros auxilios"",""score"":1}]",24.094765,116.00509
170,Verney,Hewins,vhewins4p@addthis.com,Male,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":9}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":4},{""name"":""pala"",""score"":10},{""name"":""alta estatura"",""score"":10},{""name"":""guantes"",""score"":3},{""name"":""primeros auxilios"",""score"":2}]",23.027054,113.111203
171,Jerome,Worms,jworms4q@so-net.ne.jp,Male,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":4},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":8},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":4},{""name"":""pala"",""score"":2},{""name"":""alta estatura"",""score"":9},{""name"":""guantes"",""score"":7}]",-36.8537995,174.7573811
172,Bibbye,Tarn,btarn4r@smugmug.com,Female,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":6}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":10},{""name"":""cuerda"",""score"":8},{""name"":""pala"",""score"":4},{""name"":""alta estatura"",""score"":10}]",6.6172697,101.4284143
173,Pauly,Whybray,pwhybray4s@wikimedia.org,Male,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":10},{""name"":""cuerda"",""score"":5},{""name"":""pala"",""score"":1},{""name"":""alta estatura"",""score"":7},{""name"":""guantes"",""score"":6},{""name"":""primeros auxilios"",""score"":9}]",51.2405976,58.6794185
174,Vinson,Orteaux,vorteaux4t@homestead.com,Male,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":8},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":2},{""name"":""botas"",""score"":3}]",19.6478178,-71.0998393
175,Demott,Matveiko,dmatveiko4u@china.com.cn,Male,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":10},{""name"":""botas"",""score"":1},{""name"":""cuerda"",""score"":6},{""name"":""pala"",""score"":9},{""name"":""alta estatura"",""score"":2}]",37.27,-79.94
176,Moe,Fordyce,mfordyce4v@ftc.gov,Male,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":5}]",57.4837793,12.0883959
177,Merle,Ferri,mferri4w@wikia.com,Female,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":1}]","[{""name"":""linterna"",""score"":2},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":2}]",30.39194,114.894843
178,Fredelia,Kirgan,fkirgan4x@eventbrite.com,Female,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":9},{""name"":""botas"",""score"":7},{""name"":""cuerda"",""score"":10},{""name"":""pala"",""score"":10},{""name"":""alta estatura"",""score"":7},{""name"":""guantes"",""score"":7},{""name"":""primeros auxilios"",""score"":6}]",-27.6349915,-48.5219457
179,Blair,Aindrais,baindrais4y@home.pl,Female,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":10},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":10},{""name"":""pala"",""score"":4}]",27.123078,104.727418
180,Herbie,Wassung,hwassung4z@blinklist.com,Male,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":2},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":5},{""name"":""pala"",""score"":7},{""name"":""alta estatura"",""score"":6},{""name"":""guantes"",""score"":10},{""name"":""primeros auxilios"",""score"":9},{""name"":""condicion fisica"",""score"":4},{""name"":""casco"",""score"":9}]",23.1497287,113.3227193
181,Vladimir,Huccaby,vhuccaby50@scribd.com,Male,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":3},{""name"":""pala"",""score"":3},{""name"":""alta estatura"",""score"":3}]",40.1442308,45.2711048
182,Carlie,Rudeyeard,crudeyeard51@ibm.com,Female,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":10},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":4},{""name"":""pala"",""score"":10},{""name"":""alta estatura"",""score"":10},{""name"":""guantes"",""score"":1},{""name"":""primeros auxilios"",""score"":8},{""name"":""condicion fisica"",""score"":6}]",46.204501,47.851999
183,Dulce,Abernethy,dabernethy52@free.fr,Female,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":4},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":7},{""name"":""cuerda"",""score"":3}]",26.9105097,68.1863546
184,Wye,Buss,wbuss53@soup.io,Male,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":6},{""name"":""Conocimiento"",""score"":1}]","[{""name"":""linterna"",""score"":3}]",-6.2194518,107.2991511
